27123456789;GOOGL;10;2490.00;01/01/2023;C;A
27123456789;GOOGL;5;2510.00;01/05/2023;V;I
27123456789;APPL;50;170.00;01/10/2023;C;A
27123456789;TSLA;1;800.00;01/15/2023;C;A
27123456789;MSFT;20;300.00;01/20/2023;C;A
27123456789;AMZN;2;3100.00;01/25/2023;C;A
27123456789;NVDA;15;260.00;02/01/2023;C;A
27123456789;JPM;100;140.00;02/05/2023;C;A
27123456789;VZ;200;50.00;02/10/2023;C;A
27123456789;NFLX;5;340.00;02/15/2023;C;A
27123456789;ADBE;10;440.00;02/20/2023;C;A
27123456789;CCLA;50;60.00;03/01/2023;C;A
27123456789;PPSI;10;175.00;03/05/2023;V;I
27123456789;SLGE;500;10.00;03/10/2023;C;A
27123456789;RBLX;100;40.00;03/15/2023;C;A
27123456789;WMT;10;140.00;03/20/2023;C;A
27123456789;BABA;5;90.00;03/25/2023;C;A
27123456789;KO;20;55.00;04/01/2023;C;A
27123456789;DUK;5;95.00;04/05/2023;V;I
27123456789;MMM;10;150.00;04/10/2023;C;A
20234567890;GOOGL;20;2505.00;04/15/2023;C;A
20234567890;APPL;100;175.50;04/20/2023;C;A
20234567890;TSLA;5;860.00;04/25/2023;V;I
20234567890;MSFT;10;306.00;05/01/2023;C;A
20234567890;NVDA;5;275.00;05/05/2023;C;A
20234567890;JPM;50;141.00;05/10/2023;C;A
20234567890;VZ;100;52.50;05/15/2023;C;A
20234567890;NFLX;10;355.00;05/20/2023;C;A
20234567890;ADBE;5;455.00;05/25/2023;C;A
20234567890;CCLA;100;66.00;06/01/2023;C;A
27345678901;PPSI;5;170.00;06/05/2023;C;A
27345678901;SLGE;100;12.00;06/10/2023;C;A
27345678901;RBLX;50;45.00;06/15/2023;C;A
27345678901;WMT;5;155.00;06/20/2023;C;A
27345678901;BABA;10;100.00;06/25/2023;V;I
27345678901;KO;5;60.00;07/01/2023;C;A
27345678901;DUK;10;90.00;07/05/2023;C;A
27345678901;MMM;5;145.00;07/10/2023;C;A
27345678901;XOM;20;80.00;07/15/2023;C;A
27345678901;GOOGL;5;2500.00;07/20/2023;C;A
27345678901;APPL;20;175.00;07/25/2023;C;A
27345678901;TSLA;1;850.00;08/01/2023;C;A
27345678901;MSFT;5;305.00;08/05/2023;C;A
27345678901;AMZN;1;3200.00;08/10/2023;C;A
27345678901;NVDA;5;270.00;08/15/2023;C;A
20456789012;JPM;20;140.00;08/20/2023;C;A
20456789012;VZ;50;52.00;08/25/2023;C;A
20456789012;NFLX;5;350.00;09/01/2023;C;A
20456789012;ADBE;2;450.00;09/05/2023;C;A
20456789012;CCLA;20;65.00;09/10/2023;C;A
20456789012;PPSI;5;170.00;09/15/2023;C;A
20456789012;SLGE;200;12.50;09/20/2023;C;A
20456789012;RBLX;10;45.00;09/25/2023;C;A
20456789012;WMT;5;150.00;10/01/2023;C;A
20456789012;BABA;5;100.00;10/05/2023;V;I
20456789012;KO;5;60.00;10/10/2023;C;A
20456789012;DUK;5;90.00;10/15/2023;C;A
20456789012;MMM;5;145.00;10/20/2023;C;A
20456789012;XOM;5;80.00;10/25/2023;C;A
20456789012;GOOGL;2;2500.00;11/01/2023;C;A
20456789012;APPL;5;175.00;11/05/2023;C;A
20456789012;TSLA;1;850.00;11/10/2023;V;I
20456789012;MSFT;5;305.00;11/15/2023;C;A
20456789012;AMZN;1;3200.00;11/20/2023;C;A
20456789012;NVDA;2;270.00;11/25/2023;C;A
20456789012;JPM;5;140.00;12/01/2023;C;A
20456789012;VZ;10;52.00;12/05/2023;C;A
20456789012;NFLX;1;350.00;12/10/2023;C;A
20456789012;ADBE;1;450.00;12/15/2023;C;A
20456789012;CCLA;10;65.00;12/20/2023;C;A
20456789012;PPSI;2;170.00;12/25/2023;C;A
20456789012;SLGE;50;12.50;01/01/2024;C;A
20456789012;RBLX;5;45.00;01/05/2024;C;A
20456789012;WMT;10;150.00;01/10/2024;C;A
20456789012;BABA;1;100.00;01/15/2024;C;A
27567890123;APPL;10;176.00;01/20/2024;C;A
27567890123;APPL;5;175.00;01/25/2024;V;I
27567890123;NFLX;1;351.00;02/01/2024;C;A
27567890123;KO;5;60.00;02/05/2024;C;A
27567890123;MMM;5;146.00;02/10/2024;C;A
20678901234;MSFT;100;300.00;02/15/2024;C;A
20678901234;MSFT;50;305.00;02/20/2024;V;I
20678901234;GOOGL;50;2500.00;02/25/2024;C;A
20678901234;GOOGL;25;2510.00;03/01/2024;V;I
20678901234;APPL;200;175.00;03/05/2024;C;A
20678901234;TSLA;10;855.00;03/10/2024;C;A
20678901234;TSLA;5;860.00;03/15/2024;V;I
20678901234;AMZN;5;3200.00;03/20/2024;C;A
20678901234;AMZN;2;3210.00;03/25/2024;V;I
20678901234;NVDA;30;270.00;04/01/2024;C;A
20678901234;JPM;200;140.00;04/05/2024;C;A
20678901234;VZ;500;52.00;04/10/2024;C;A
20678901234;NFLX;10;350.00;04/15/2024;C;A
20678901234;ADBE;10;450.00;04/20/2024;C;A
20678901234;CCLA;150;65.00;04/25/2024;C;A
20678901234;PPSI;50;170.00;05/01/2024;C;A
20678901234;SLGE;1000;12.00;05/05/2024;C;A
20678901234;RBLX;50;45.00;05/10/2024;C;A
20678901234;WMT;20;150.00;05/15/2024;C;A
20678901234;BABA;10;100.00;05/20/2024;C;A
20678901234;KO;50;60.00;05/25/2024;C;A
20678901234;DUK;10;90.00;06/01/2024;C;A
20678901234;MMM;10;145.00;06/05/2024;C;A
20678901234;XOM;20;80.00;06/10/2024;C;A
20678901234;GOOGL;5;2500.00;06/15/2024;C;A
20678901234;APPL;10;175.00;06/20/2024;C;A
20678901234;TSLA;1;850.00;06/25/2024;C;A
